feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,delta_30s_0,delta_30s_1,delta_30s_2,delta_30s_3,delta_30s_4,delta_30s_5,delta_30s_6,delta_60s_0,delta_60s_1,delta_60s_2,delta_60s_3,delta_60s_4,delta_60s_5,delta_60s_6,downstream_affected,label
89.7158,75.4341,0.2488,1.6337,0.4347,4296.3589,8043.7013,-10.5401,1.5517,-0.0655,-0.1865,-0.1132,-47.0442,-1224.321,-43.6925,31.5029,0.0661,-0.6717,0.0369,-8.6677,3247.84,0,resource
20.2507,22.0973,0.0049,0.0964,0,5430.9814,2684.1088,-0.0085,-0.005,-0.0366,0.0001,0.0236,-0.0147,0.0431,0.0851,0.0535,-0.0702,-0.0664,0.0551,0.02,0.0007,0,normal
17.2216,33.7418,0.5483,0.4301,1.5549,3255.0954,6470.2262,5.0252,-1.3053,0.1455,-0.0002,0.2892,-626.0716,-1658.2196,0.4036,4.9251,0.1764,0.1733,0.4614,-1453.8866,-987.7678,0,pod_crash
94.9375,77.8522,0.3533,0.9897,0.1534,6925.7031,8397.6364,12.9353,-14.2686,-0.0248,-0.0098,0.0369,289.5437,-165.5126,22.212,-9.2024,-0.056,-0.1906,0.0206,612.1223,800.3405,0,resource
18.4224,17.2105,0.0193,0.0952,0,2770.8656,2960.8723,0.0008,-0.0214,-0.0348,0.0274,0.0076,0.0008,0.0226,-0.0463,0.0071,-0.003,-0.0501,-0.0157,0.0303,-0.0384,0,normal
49.9944,36.4532,0.1094,0.3723,0.1562,2466.7517,2655.1597,4.8528,-7.4615,-0.0616,0.1303,0.0673,13.7599,413.8657,-14.643,-15.3198,-0.0551,0.0645,-0.0165,-162.5826,-1252.5769,0,cost
20.2778,22.5184,0.3608,2.554,0,402.7917,578.135,0.1581,-3.2689,0.0272,-0.6114,-0.0505,37.3964,-167.6399,7.4653,5.3356,-0.0981,0.9954,-0.0746,27.1091,65.0098,0,network
6.5836,16.0994,0.0145,0.0652,0,3989.5013,4262.1956,-0.0072,-0.011,0.0049,-0.0126,-0.0185,-0.0133,-0.0359,0.0484,0.016,-0.0069,-0.0247,0.0149,-0.0233,0.0224,0,normal
25.3547,27.4074,0.3061,3.0784,0.212,417.3527,187.2987,-0.1733,2.6049,-0.0254,-0.0622,-0.0824,-2.1193,43.3421,-4.9943,0.4197,0.1428,0.0006,0.0998,30.0684,14.8624,0,network
36.7744,55.4439,0.3742,2.4941,0.8001,1987.6504,3877.4943,-2.8547,13.1944,0.1186,0.2634,-0.2792,192.5482,-1095.7059,-6.07,7.2044,0.1695,0.3621,0.1339,-830.7489,116.5866,0,timing
52.2062,40.3068,0.4171,1.5225,2.7809,3069.8525,5274.5788,-2.8443,-9.5357,-0.0338,-0.1787,-0.4765,-768.8715,-974.2726,-6.271,-9.388,-0.1645,-0.29,-1.1242,-1425.482,1468.1325,0,timing
19.4349,43.7468,1.01,1.3475,1.2724,5782.5975,3189.4546,-4.0605,-0.9408,0.1056,0.179,-0.3065,957.9642,-922.2555,-4.7283,-0.726,-0.2106,-0.5383,0.0105,2497.6034,-385.7086,0,timing
38.4863,42.1795,0.4823,2.6139,1.193,5097.015,2944.6483,8.0491,12.158,0.0605,-0.4753,-0.2103,955.3774,684.5036,8.7632,-12.2272,-0.3064,0.8384,0.1619,2406.164,-581.8304,0,timing
14.8077,21.4338,0.0195,0.0915,0,4742.2384,3286.0,-0.0095,0.0129,0.0106,0.0215,-0.0224,-0.0011,0.0069,0.0328,0.0173,0.0404,0.0337,0.0103,0.0169,-0.0356,0,normal
22.4605,31.3149,0.021,0.0831,0,4883.1154,2407.4224,-0.0072,-0.0246,-0.024,-0.0332,0.0122,-0.0199,-0.0238,0.0448,-0.0145,0.0223,-0.0437,-0.0127,-0.0096,0.0384,0,normal
60.8104,51.8485,0.151,0.4664,0.0536,2312.4145,3530.2519,3.4766,9.7157,0.0288,-0.0688,0.0447,115.7499,-183.5882,9.5561,14.4906,-0.0257,-0.0549,-0.0333,-832.5803,-1359.4504,0,cost
9.0611,13.9766,0.0997,3.8901,0.3026,644.5622,119.2331,-1.1976,-2.8207,0.0289,0.4585,-0.0628,-176.8817,-14.1708,1.5288,5.6014,0.0275,-0.9283,0.2325,271.6906,28.9466,0,network
76.4691,80.7879,0.2471,0.8238,0.6929,3354.8174,6268.9544,21.6513,23.2134,0.0449,0.308,0.1993,809.9541,1119.2011,-34.0757,-24.6422,0.0454,-0.1667,-0.428,-62.2399,-23.3486,0,resource
43.3072,35.4507,0.0655,0.4807,0.1469,1925.5999,3790.5333,-1.2825,9.0551,-0.0494,0.0832,-0.1169,107.9131,-405.0161,-10.4994,-4.5846,-0.0165,0.1114,-0.0601,-666.3483,-471.8986,0,cost
17.8878,37.5048,0.3479,7.2529,0.1036,671.3184,586.7927,1.6027,3.3556,0.0609,-0.3511,-0.1117,158.4965,-95.6734,-2.8574,-10.3507,0.0277,2.2502,0.082,-296.4882,-13.6589,1,network
68.6959,31.2945,0.1648,0.5338,0.2856,1585.2883,3040.4641,17.1282,7.2842,0.0871,0.0548,0.0416,-237.3936,430.1141,14.6964,6.2755,-0.078,-0.2408,0.2046,416.9636,-1424.0916,0,cost
21.3001,23.9708,0.3088,2.0632,0.0502,0,846.5827,4.0677,-0.0535,0.1655,-0.0915,0.0155,-0.0262,67.9711,-0.1661,8.1393,-0.1822,0.4722,-0.195,-0.1136,-41.3944,0,network
97.1757,76.1951,0.1956,1.9378,0,7883.6175,7746.474,-23.4524,-15.6025,-0.0023,-0.0431,0.0953,-1721.0419,38.3292,44.1023,6.819,0.0675,0.2776,-0.0293,-3353.2769,-217.9243,0,resource
28.5804,32.6308,0.503,0.6396,1.8087,4531.9876,4040.069,-3.6297,7.3061,0.0469,0.1413,-0.5497,1272.2264,1138.0397,9.4093,7.3068,-0.0752,0.3721,-0.0458,2069.3878,-1269.7484,0,pod_crash
43.9054,37.7722,0.0045,0.5271,0,2084.551,5855.3693,4.6214,-7.8232,0.055,0.0595,-0.0597,533.0786,-764.5455,-17.1598,-1.358,-0.0081,-0.1391,0.0275,-399.0421,-2268.7323,0,cost
20.9621,20.8354,0.5495,0.6997,3.7182,7162.6879,4750.8391,-4.2884,-2.9625,-0.091,0.1047,0.1683,-375.3231,758.3692,-0.186,-4.328,-0.0613,-0.2273,-0.2697,2702.1511,-434.1804,1,pod_crash
72.9212,92.8861,0.2554,0.9931,0.5652,6700.5978,8535.5251,20.1305,18.5276,0.0525,-0.0498,0.0455,-1017.1974,2499.7303,13.0477,-0.442,0.0378,-0.1336,0.1642,-2935.8132,-4166.5542,0,resource
31.7712,19.9929,0.4437,0.4594,2.9475,2792.7335,6479.9759,-4.3502,-4.3365,-0.0195,0.0369,-0.3648,-433.9303,-4.3863,2.6283,-1.5637,0.0577,-0.0259,0.1407,-430.4215,3131.0753,0,pod_crash
25.4327,31.2539,0.217,0.8833,1.2424,6308.4871,7453.547,-7.467,3.9647,-0.0896,0.0545,-0.2072,184.347,1855.0938,-9.7337,-10.9775,0.0587,-0.0242,-0.353,764.9424,-3057.2576,0,pod_crash
21.4256,49.167,0.3918,2.8129,0.7444,7228.6635,2919.4554,-0.2745,-8.6653,-0.1855,-0.3365,0.1935,1729.2291,-389.1098,5.0032,8.88,0.2211,0.5568,0.2927,441.0317,983.8874,0,timing
14.4856,19.7595,0.3455,4.8957,0.2312,384.5193,137.8073,3.1256,-1.4331,-0.0125,0.3658,-0.0281,-108.2867,-0.0587,6.1301,7.3078,0.0265,-2.2471,0.0339,37.0628,14.3619,0,network
37.3391,36.6032,0.1689,0.1634,0.2531,683.3344,4088.1573,-2.3873,1.5641,-0.0477,-0.0755,0.0128,184.7342,128.247,-13.2789,15.7808,0.0235,0.0379,0.015,-312.2586,-688.8464,0,cost
83.1081,86.7545,0.2042,1.8498,0.7657,7411.751,5946.1739,-18.4896,-6.3196,0.0478,-0.4695,-0.1709,-586.328,538.0324,35.4776,-39.7719,-0.1243,0.8056,-0.1448,-2482.1475,2786.0064,0,resource
21.9756,2.7447,0.2592,5.0911,0.2551,97.1451,369.4086,0.8568,0.8104,-0.0251,1.4954,-0.139,-11.5205,32.2073,6.0985,-0.2447,-0.0171,-1.0911,-0.1202,-33.9944,117.373,0,network
48.1572,20.2862,0.1022,0.4604,0.1778,3664.722,1105.7108,12.7055,4.4967,0.0724,-0.0621,-0.0495,-820.4262,-18.9834,-7.0391,2.8323,0.1951,-0.2142,0.0614,-688.7473,513.9628,0,cost
50.8636,54.9897,0.1473,0.4668,0.1259,3398.1953,3691.8438,2.0099,-1.7576,-0.0196,0.0234,0.0741,-728.9662,-182.3261,19.1179,-18.5087,-0.062,0.1047,0.1244,-1293.9041,1576.263,0,cost
22.454,42.2694,0.5752,4.3422,0.2335,131.1847,493.5671,-0.8706,-10.6473,-0.1122,-0.7567,-0.0041,-25.1134,134.2598,-7.4617,-14.6292,0.2771,-0.6813,-0.0971,-17.0941,-224.796,1,network
64.612,96.1357,0.0869,1.1894,0.4043,6794.5354,3403.5729,-12.364,2.186,0.0501,0.3474,0.0793,1881.6308,-916.12,17.5859,5.8074,0.0737,-0.5697,-0.0161,-1303.4924,1564.3943,0,resource
7.7551,19.3582,0.0147,0.0698,0,3451.0538,2762.001,0.0014,-0.0026,0.0077,0.0201,-0.0228,0.0008,-0.0086,-0.0042,0.023,0.0033,0.0199,-0.0055,0.0098,-0.0185,0,normal
46.4822,28.7345,0.1154,0.539,0,2872.6523,2112.3983,-13.338,6.1661,-0.0426,-0.0569,-0.0739,740.5338,-401.8575,-14.5425,-7.6892,-0.0785,-0.2304,0.0309,-1213.5003,-152.3755,0,cost
30.8508,32.6544,0.2351,3.5378,0,230.0415,723.1642,-2.5719,7.6553,-0.0296,-0.618,-0.0618,66.1277,-75.1203,-13.9075,-16.3318,0.061,-1.5639,0.1004,20.8177,217.879,0,network
37.4876,33.1981,0.5146,1.6795,0.6703,4414.8983,2746.1036,-9.424,8.1319,0.0564,-0.2817,0.0014,-1083.8247,387.2058,-0.1813,-6.306,-0.0662,-0.0019,0.0565,2071.6521,822.1126,0,timing
114.1325,91.1541,0.1892,1.2119,1.046,4079.261,6270.1127,17.6386,-25.8156,0.0541,-0.4078,0.2772,-525.5713,1727.4119,19.1893,37.2984,-0.1273,-0.0201,0.2046,1186.4032,1944.4169,0,resource
22.9875,46.8139,0.3788,0.7259,0.5252,5312.9893,2961.5581,-5.3353,9.7231,0.055,0.1577,0.118,-1554.9923,176.3422,9.6551,22.8381,-0.0258,-0.1826,0.1522,-1925.3172,1160.525,0,pod_crash
39.049,68.3766,0.5949,1.278,1.344,4871.7587,4492.828,-9.0807,-3.0228,-0.0226,-0.0062,-0.0193,-1408.9007,-643.3852,-12.9633,-1.4993,0.0296,0.1887,0.5714,1261.5835,1631.1383,0,timing
82.4913,76.5297,0.0814,0.7174,0,8177.009,4850.5305,3.6967,-2.0624,-0.0178,0.119,-0.0503,1819.6949,-557.3541,16.9614,-2.5285,-0.1335,0.0242,0.0421,915.8238,2182.9805,0,resource
92.5848,80.7149,0.1257,1.0345,0.6821,5643.1441,8563.9399,6.7009,-20.1947,-0.0467,-0.2132,-0.1289,154.6625,-1394.6062,-34.1315,-4.0343,-0.1007,-0.5553,-0.1555,2367.9851,2748.9678,0,resource
69.3584,66.7235,0.5034,1.9402,1.4066,4149.9359,2851.2083,-6.6921,-8.38,-0.0825,0.4472,-0.2112,335.6589,-322.5949,0.1852,-27.1846,0.1259,-0.0764,-0.7617,-1883.5934,706.1889,0,timing
17.707,27.2792,0.0183,0.1215,0,3464.1082,4523.1592,0.0075,-0.0141,0.059,0.0318,0.0017,0.025,-0.0176,-0.0292,-0.0135,-0.0165,-0.0164,0.0358,-0.0421,0.0014,0,normal
74.151,66.6622,0.0866,1.7171,0.5165,6361.3286,4964.0838,16.5124,-15.9532,-0.0473,0.4185,0.0854,-855.7383,-1256.5984,27.814,-25.4163,-0.1068,0.8027,0.3256,1906.6728,-2459.9993,0,resource
93.0077,97.2134,0.1692,1.3308,0.5543,5157.0016,4465.0185,13.0978,-19.9245,0.0492,0.3638,-0.0834,-289.5708,310.0147,-43.8722,-11.7363,-0.0492,-0.5501,-0.2063,-781.2398,700.4821,0,resource
53.3085,33.4031,0.0499,0.5151,0.3074,4592.5716,2081.1719,-14.6076,-3.3534,0.0462,0.0269,0.008,-589.9256,115.2344,-9.8105,4.4924,-0.0237,-0.0118,0.093,63.1269,178.3543,0,cost
5.4952,6.7266,0.4322,1.7236,0.0302,369.8005,421.0523,0.8487,1.6597,0.0916,0.0235,0.0557,-19.7475,-117.3488,-0.1777,2.5721,-0.1421,-0.5327,0.2014,-142.8655,-137.124,1,network
7.3518,19.5905,0.0151,0.0393,0,3536.6906,3058.4948,-0.0203,-0.0252,0.0087,0.0243,0.0134,0.0311,0.0123,-0.0151,0.0124,0.0412,0.0153,0.026,0.0187,-0.0087,0,normal
12.4553,48.3176,0.3124,0.6114,2.6371,6438.3289,5776.8194,3.1349,-2.0079,-0.0694,0.1904,0.4593,161.885,144.9836,-2.4769,6.6328,0.1151,0.0824,0.0526,2355.4057,2624.9646,1,pod_crash
28.3939,28.6678,0.0719,0.1378,0.1233,3501.2831,1815.3337,-1.2421,-6.3568,0.0459,-0.0697,-0.103,306.019,536.2134,4.8282,12.8333,0.0266,-0.014,-0.0983,772.3292,183.9093,0,cost
33.3507,34.0634,0.3471,3.7885,0,0,687.5151,-6.0716,5.0218,-0.0485,0.0863,0.0243,0.0298,-142.0732,9.0817,12.2221,0.1275,1.7143,-0.0929,-0.0945,-280.9484,0,network
28.654,27.7102,0.4555,2.9228,0,105.7564,301.2089,-0.841,-5.0215,0.0323,0.3819,0.076,21.3762,-14.6422,5.2895,-10.3983,-0.1536,0.9954,0.0185,42.8609,147.228,1,network
101.9948,76.2488,0.1212,0.7977,0.6828,6613.1666,4022.1671,-0.2403,13.125,0.0237,-0.0602,-0.1842,-1830.4032,-1077.5973,-8.129,33.7836,0.1158,0.0849,0.3901,997.348,-1223.2879,0,resource
93.9348,81.5193,0.1506,0.8151,0.3478,3820.8871,7199.1588,-6.122,4.0492,-0.0024,0.0395,0.0036,710.6938,2012.7679,8.2426,-35.5344,-0.1486,-0.2778,0.0305,-1139.6661,639.941,0,resource
13.0405,22.7665,0.017,0.1035,0,5890.8148,2025.0322,-0.0092,-0.0311,-0.0021,0.0117,0.0149,0.0156,-0.0275,0.0194,-0.0465,-0.0191,-0.0177,-0.0118,-0.0045,0.0071,0,normal
63.1546,61.0465,0.4888,2.0953,0.0351,2830.7482,4060.3278,-10.1533,8.0257,-0.1424,-0.508,0.0455,268.3899,-1103.7489,-23.8696,7.8443,-0.0487,0.1791,-0.0207,1351.4431,1151.144,0,timing
28.7056,2.6374,0.7432,0.4816,2.2912,2524.3386,8323.3552,8.3595,-0.0372,-0.0347,0.1186,0.0713,-159.3285,1422.3034,12.2403,1.2901,-0.3372,-0.0254,-0.9407,512.5511,-1246.2644,1,pod_crash
45.7055,68.5534,0.6185,2.2508,1.1093,7480.6922,3954.2832,2.9904,7.5409,0.105,0.0664,-0.205,-1242.0943,199.1829,3.7141,16.746,-0.0983,0.7616,0.3379,-2597.5717,1477.1871,0,timing
77.9975,90.9822,0.0914,0.9167,0.642,6233.9192,5978.9305,14.4443,-22.4849,-0.1218,0.0989,0.0937,-1512.2893,180.3617,6.7737,5.61,-0.0244,-0.3449,-0.3058,-1865.67,-1220.0358,0,resource
33.5039,34.2345,0.4473,2.3771,2.1142,6082.2352,4404.0845,7.6523,-1.5069,0.1074,-0.6093,-0.5679,-487.3563,-104.5777,-13.9754,-6.5374,0.2613,0.3212,0.3469,-1181.6973,820.4011,0,timing
8.5927,19.5393,0.0413,0.0418,0,3102.088,3370.8278,0.0286,0.0093,-0.0392,0.0048,-0.0431,-0.039,-0.0188,0.0054,-0.0201,-0.0309,-0.0117,0.0217,0.032,-0.016,0,normal
12.9099,23.9741,0.0277,0.0704,0,1844.6412,2675.1159,-0.0228,0.0259,0.0254,-0.0247,0.0071,0.0015,-0.0102,-0.0366,-0.0007,-0.0172,0.022,0.0013,0.0124,-0.0138,0,normal
19.3715,35.3321,0.4177,0.3834,2.8708,5960.5855,6643.1809,-5.4493,4.698,-0.1304,-0.013,0.2813,-860.5741,-630.1836,-2.056,14.1829,-0.0661,0.0663,0.3066,151.6078,1214.2903,0,pod_crash
58.1875,27.4261,0.1373,0.1378,0.0905,2893.6414,3007.6702,3.0591,-6.8984,0.067,-0.0109,0.0266,132.6024,-458.8905,3.6039,0.3245,-0.137,-0.0488,-0.0706,-1256.036,-579.6257,0,cost
25.4145,23.6752,0.3947,0.808,1.9635,5925.3673,3709.3453,-4.8831,-4.9002,-0.1715,0.1964,0.1611,1462.6575,479.2068,-10.1994,10.6682,0.1717,0.0251,0.4015,-1535.6823,137.5649,0,timing
13.0292,21.5899,0.0411,0.1191,0,4064.3624,4022.4393,0.0256,-0.0004,0.0137,-0.0059,-0.0073,-0.0018,0.0292,0.01,0.0277,0.026,-0.0034,-0.011,0.0113,-0.0378,0,normal
87.4778,70.1514,0.0716,1.6619,0.2887,1066.7832,6943.1218,22.3246,0.7271,-0.0678,0.1378,-0.0905,314.8408,272.5994,29.3604,7.5597,0.1412,-0.5754,-0.0741,-338.4013,-1388.8254,0,resource
47.198,35.0537,0.3867,1.7397,0.415,2452.1758,1474.1239,0.2815,-3.0081,0.0253,-0.1268,-0.1272,477.6257,61.3937,2.7462,-3.4961,0.0727,0.6652,-0.054,-1215.3456,-585.2654,0,timing
9.9129,20.2651,0.0079,0.159,0,3591.2719,5001.0188,-0.0072,0.0115,-0.0206,-0.0067,0.0087,0.0121,-0.0057,0.0332,0.009,-0.0664,-0.003,0.0114,-0.0234,0.0092,0,normal
26.1593,31.4299,0.243,3.364,0.0991,426.1092,151.0685,-6.9535,-7.5919,-0.0721,0.6753,0.0619,32.8792,41.6497,0.0589,-6.8059,0.1897,-0.3472,0.0124,-15.7869,-66.957,1,network
18.6441,15.3918,0.3874,0,0.0717,1077.955,637.2699,1.1929,-0.5295,-0.1732,-0.0416,-0.0433,-42.2557,86.1546,-5.6672,3.9052,-0.1089,-0.0371,-0.0671,-47.2403,-280.2828,0,network
68.6289,45.895,0.138,0.6221,0.2033,4010.1931,3566.3993,-1.5347,3.3186,0.0214,0.0613,0.0508,796.5782,-666.3004,-29.3103,-5.8065,-0.0558,0.195,0.1308,520.2041,-1358.2226,0,cost
39.6593,63.8363,0.4968,0.8375,2.7429,4433.7631,4440.0109,1.9879,-8.4226,-0.1251,0.1162,-0.4101,-592.0427,-891.4116,-6.9401,-9.8812,0.1247,0.3054,-0.2913,-976.3376,-1122.2756,0,timing
11.4846,14.7767,0.0279,0.0895,0,4783.1631,4038.6494,0.0047,0.0056,0.003,-0.0159,0.0042,0.0105,-0.0298,0.0363,0.0034,-0.0099,-0.033,0.0408,0.0358,0.0398,0,normal
20.9316,12.474,0.0218,0.1138,0,3676.7656,3564.0682,-0.0271,-0.0045,-0.0071,0.0194,-0.0196,-0.0106,-0.0058,-0.0727,-0.0035,-0.0038,0.0166,-0.0233,-0.0094,0.0114,0,normal
77.6937,76.0411,0.2386,1.2869,0.5226,4110.658,4045.4162,-16.571,-14.9397,-0.1199,0.0355,-0.0139,663.1176,-345.2161,-33.9295,-31.4499,-0.1003,-0.7163,0.0029,-1820.0609,-282.7852,0,resource
3.5854,15.8876,0.0184,0.1137,0,3208.3079,4527.2673,0.0046,0.0067,-0.0004,0.0168,0.0042,0.0222,0.0119,0.0491,-0.0505,-0.0066,-0.0118,0.0009,0.008,0.0634,0,normal
26.5908,27.2725,0.2949,3.2485,0.2571,407.0303,638.6748,-4.2896,-1.7973,0.0162,0.451,0.0012,64.1482,100.6773,4.0395,-12.6219,-0.0496,-1.3827,-0.0158,-157.074,-273.077,1,network
73.8309,91.6904,0.1232,0.0682,0.1727,6565.0493,4914.5592,11.3697,21.9406,-0.0591,0.0427,-0.016,847.0187,417.6471,-15.5278,18.9886,-0.0906,0.0532,-0.0637,-3256.047,-1417.0789,0,resource
52.2169,44.1238,0.0533,0.5799,0.1685,3464.482,1750.8202,5.7543,-4.2368,-0.0986,-0.0457,0.0612,484.1872,370.3883,-3.2243,6.118,0.0099,-0.1164,0.0089,-1188.6513,335.4616,0,cost
22.093,18.7067,0.6056,0.426,2.4282,1421.2417,7083.9778,-1.818,1.2097,0.157,0.1392,-0.2746,-368.7334,-1994.5281,3.3981,3.186,-0.1503,-0.0969,0.4304,-78.0261,-1731.6904,1,pod_crash
67.8537,46.4834,0.0967,0.1546,0.0687,4216.4834,2584.7711,14.1252,1.4647,0.0926,0.0989,-0.0588,-616.0519,-240.5563,6.6076,-11.1232,0.0694,-0.0368,0.0883,1804.4441,22.9176,0,cost
15.5918,15.7703,0.0236,0.0712,0,4571.1632,3577.2745,-0.0036,0.0069,0.0263,-0.0077,-0.0179,0.0157,-0.0345,0.008,0.0204,-0.012,-0.0433,-0.0339,-0.0096,0.0178,0,normal
10.741,26.6072,0.5361,0.3609,1.5499,5935.0898,6760.7589,-2.456,3.1465,0.1075,0.0143,-0.227,1484.276,1761.9767,0.3938,-1.715,0.1172,-0.2308,-0.327,1336.7578,-758.0375,0,pod_crash
9.8413,30.3513,0.4506,4.1402,0.0054,182.445,715.6278,-1.4911,5.8912,0.0514,-0.7468,-0.0407,-27.3015,188.4536,-2.4058,13.0375,0.0953,-0.1054,-0.1594,21.3493,143.3374,0,network
96.3965,74.177,0.1345,1.3778,0.6094,5874.4632,8025.0802,-5.8833,-11.6072,0.022,0.0261,-0.221,156.1715,972.6087,-25.2832,32.7668,-0.0624,0.5855,-0.0737,-1078.8098,-2560.2287,0,resource
14.7855,42.076,0.1012,0.6917,2.6608,7608.9427,3415.5475,3.9282,7.076,0.0873,-0.1701,0.4049,180.8147,-844.2019,-7.3771,-0.0374,0.0569,-0.1648,-0.8342,2705.9851,273.5268,0,pod_crash
7.2274,38.0992,0.6365,1.0275,2.5967,2895.8021,4257.2298,-2.0666,-6.1018,-0.1335,0.0814,-0.7261,265.6641,-208.0944,-0.3248,-8.6101,-0.0672,0.1199,0.5172,690.2665,175.3167,0,timing
78.1465,90.8455,0.2185,0.7607,0.6212,3998.9206,4358.4687,-5.2986,-15.0158,-0.0227,-0.1404,0.0118,-1055.6285,-315.9938,-19.2601,1.7189,0.0557,-0.3274,-0.1781,-1401.1551,716.8742,0,resource
14.297,17.9148,0.4612,4.6913,0.7077,709.7196,755.2001,2.8245,-0.9562,-0.0963,0.8486,0.0068,181.4514,170.7533,-5.3952,-1.9839,-0.1888,-1.8836,-0.0547,115.4175,145.7854,1,network
22.0732,22.5527,0.0135,0.0854,0,3752.5569,3681.5666,0.0271,-0.0064,-0.0113,0.0075,0.0091,-0.0157,-0.0027,-0.0092,-0.0067,0.0731,0.0076,-0.0122,-0.0289,-0.0165,0,normal
33.9192,38.7441,0.5453,2.4457,1.8459,3056.5925,5115.6745,1.6708,-7.4596,0.1552,-0.2452,0.5009,-624.8535,1503.5766,-15.2353,16.4295,-0.2274,-0.4827,-0.2524,-1126.0773,1853.7394,0,timing
22.9337,20.4216,0.02,0.0942,0,3189.6989,4824.5262,0.0219,-0.0094,0.0207,0.0005,0.0438,-0.0081,-0.0236,0.023,0.0049,0.0257,-0.0368,-0.0582,0.0406,0.0926,0,normal
37.8362,35.829,0.3928,0.555,3.7468,6183.4604,5851.4752,6.5476,5.8715,-0.1131,0.014,-0.7921,937.5023,1062.4516,-8.9872,-4.4347,-0.1503,-0.2168,1.0612,3018.6219,2635.3626,1,pod_crash
34.8646,17.098,0.1416,0.4181,0.2161,2468.1344,1840.0998,2.2606,1.9229,0.0569,0.1752,-0.0513,733.5092,-428.7285,0.2024,3.3522,-0.0563,-0.0871,0.0454,-1114.3551,858.5836,0,cost
19.5762,44.9312,0.152,6.0286,0.2253,943.2543,362.8788,-5.0031,-4.5028,-0.0097,0.7688,-0.0564,65.4349,70.4696,-1.5228,-12.4128,-0.0062,1.5802,-0.0538,465.5069,84.8413,0,network
14.8841,29.3184,0.0697,0.4372,0.1251,2725.4149,3462.5504,1.9905,6.0496,-0.0059,0.0264,-0.0771,23.5941,381.5098,4.4493,6.5711,-0.0557,0.0259,-0.0574,-740.197,298.4524,0,cost
43.261,41.445,0.4865,2.601,0.9154,7672.5452,6598.9877,4.094,8.2229,0.0366,-0.3304,-0.1354,328.2307,-1764.8873,-0.8952,-16.5122,0.2498,0.7858,0.1662,-2804.2604,111.8582,0,timing
14.7801,20.6782,0.0157,0.0625,0,5485.9588,3406.3833,0.0193,0.0036,-0.0101,-0.0184,0.0015,-0.0206,0.0116,0.0007,-0.0377,0.0327,-0.0008,-0.0204,-0.0497,0.0295,0,normal
21.304,29.1599,0.278,4.2019,0.0168,488.9831,236.9688,4.428,2.6419,0.1275,0.6372,-0.0261,42.7902,33.5869,2.086,2.4571,-0.1511,-1.8699,0.0389,35.6105,109.8233,1,network
54.0032,35.988,0.1704,0.2266,0.0924,4138.5953,3022.2877,8.115,2.9055,0.0092,-0.0776,-0.099,1058.0676,898.1938,24.6855,-5.3212,0.1101,0.0317,-0.063,471.8529,627.0547,0,cost
7.2883,8.2819,0.0034,0.1127,0,2223.1387,4518.6318,0.0087,-0.0202,-0.0116,0.0019,-0.0541,-0.0382,-0.0073,0.0045,0.0072,-0.0401,-0.0267,-0.0104,-0.0051,-0.007,0,normal
22.699,17.8181,0.02,0.0764,0,4295.1026,3533.38,0.0102,-0.0002,0.0506,-0.0244,0.015,0.0111,0.0,-0.0107,-0.0257,-0.012,0.0002,0.0019,-0.0232,0.0499,0,normal
89.1645,65.1867,0.1909,0.9803,0.444,6684.5151,6450.8098,-19.5391,-10.001,0.0088,-0.1501,0.1059,-1729.5339,-1769.5517,28.0965,1.0752,0.0352,0.3095,-0.2408,1333.0445,854.6265,0,resource
24.7399,25.5285,0.3331,0.2147,0.562,5993.3858,6112.1437,0.7521,-0.3249,-0.0637,0.126,-0.0428,-1633.0875,501.2211,-5.8275,5.6438,-0.1621,-0.1874,0.2039,-735.6111,-2396.533,1,pod_crash
44.5639,28.9732,0.0492,0.4267,0.2119,3824.5895,2281.2965,0.4533,6.1133,-0.0608,-0.0654,-0.0718,-653.3779,-415.1213,-18.6464,3.7153,-0.2012,-0.0347,-0.0584,-231.5156,641.7514,0,cost
20.6048,16.188,0.2512,4.5694,0,730.7161,4.8344,-1.0698,-0.7476,-0.0797,-1.0365,0.0239,27.5257,0.4182,2.7203,-7.8853,0.1117,-1.7908,0.0557,125.7912,0.181,1,network
49.9616,55.8011,0.393,1.2969,1.4334,6306.8097,964.9207,7.3175,-2.2794,-0.0721,-0.3313,-0.0614,1243.7043,171.6123,14.9941,15.6916,-0.0773,0.1297,-0.53,2195.7883,-73.0248,0,timing
35.3503,18.6105,0.084,0.6529,0.1626,2820.3401,1954.9763,7.5841,-4.3682,-0.053,-0.002,-0.1001,762.2804,101.6898,7.2135,-7.8375,-0.0596,0.1112,-0.0268,-649.0078,783.8866,0,cost
53.5827,29.3453,0.1447,0.0759,0.1916,3435.009,2717.7734,-8.5273,1.7532,0.0653,-0.0068,0.0109,557.5983,-326.1189,-24.4374,4.9294,-0.0539,0.0504,0.0603,1270.4468,695.9217,0,cost
32.0243,21.2562,0.4225,0.4184,2.177,2057.0181,3850.9277,2.0391,5.4122,-0.0374,-0.0114,-0.0031,-280.362,898.1765,15.1769,-3.2103,0.0151,-0.2094,0.8803,-192.2077,-39.2712,1,pod_crash
8.5382,41.2814,0,0.6436,1.8967,6625.0893,3489.5365,1.7419,5.4623,0.0086,-0.0319,0.2817,-354.7947,-1044.954,-2.3517,-12.2061,-0.1436,-0.2131,0.3326,581.8978,50.7756,1,pod_crash
